"","FICO","BAE201405ProjLoss","PMI6_1","DTIwoProspLoanAllEmp","REV201","SampleWeight","EALR"
"23997",691,0.0467266813483547,0.1189634232,0.13,7558,2,0.0467266813483547
"23998",693,0.021695,0.1052398996,0.3,7895,1,0.021695
"23999",674,0.022677,0.1142370469,0.24,8741,1,0.022677
"24000",689,0.863792,0.1157037308,0.3,16035,1,0.863792
"24001",657,0.07697,0.1208117507,0.15,12200,1,0.07697
"24002",651,0.032732,0.1048148253,0.09,4236,1,0.032732
"24003",704,0.038771,0.1069374798,0.26,17014,1,0.038771
"24004",683,0.026466,0.0854576817,0.14,6324,1,0.026466
"24005",719,0.056768,0.1265697092,0.17,52239,1,0.056768
"24006",703,0.050923,0.1005442898,0.35,12765,1,0.050923
"24007",694,0.037649,0.1055858416,0.36,10899,1,0.037649
"24008",702,0.096922,0.1238540251,0.25,6692,1,0.096922
"24009",706,0.080014,0.0929099988,0.44,2429,1,0.080014
"24010",680,0.051481,0.1008505005,0.34,4749,1,0.051481
"24011",673,0.035999,0.1033829799,0.17,7936,1,0.035999
"24012",673,0.091813,0.0859940159,0.28,9514,1,0.091813
"24013",684,0.027112,0.0978108457,0.16,7392,1,0.027112
"24014",732,0.031559,0.0817983774,0.02,826,1,0.031559
"24015",667,0.098901,0.0995691754,0.13,5011,1,0.098901
"24016",673,0.044799,0.0904115022,0.1,5101,1,0.044799
"24017",698,1.061412,0.0817008585,0.4,41496,1,1.061412
"24018",644,0.651585,0.0916307908,0.05,9460,1,0.651585
"24019",677,1.1646,0.1042521498,0.4,16633,2,1.1646
"24020",664,0.020303,0.1112701419,0.33,21918,1,0.020303
"24021",676,0.053793,0.1022283725,0.05,177,1,0.053793
"24022",696,0.038526,0.0897323802,0.33,91176,1,0.038526
"24023",694,0.506577,0.1011332409,0.3,11713,1,0.506577
"24024",684,0.071347,0.110942912,0.04,1829,1,0.071347
"24025",676,0.027694,0.1098915352,0.38,18273,1,0.027694
"24026",660,0.040999,0.1210920325,0.18,9464,1,0.040999
"24027",682,0.022833,0.1023778812,0.04,129,1,0.022833
"24028",675,0.032244,0.1070998042,0.22,1389,1,0.032244
"24029",665,0.066317,0.1121771877,0.12,9557,1,0.066317
"24030",651,0.092248,0.1025487737,0.19,4085,1,0.092248
"24031",700,0.044799,0.1190009813,0.19,8410,1,0.044799
"24032",689,0.086622,0.1227982076,0.34,32473,1,0.086622
"24033",697,0.145266,0.1283274263,0.33,9065,1,0.145266
"24034",689,0.033461,0.1035624279,0.13,11808,1,0.033461
"24035",693,0.085227,0.1019286988,0.38,36197,1,0.085227
"24036",736,0.05689062343911,0.1021912806,0.07,2495,2,0.05689062343911
"24037",659,0.062056,0.1092367139,0.26,9788,1,0.062056
"24038",660,0.073962,0.0937466423,0.14,991,1,0.073962
"24039",693,0.040134,0.1257035423,0.14,783,1,0.040134
"24040",688,0.030334,0.1068582327,0.35,35401,1,0.030334
"24041",647,0.671906,0.1285671065,0.24,9217,1,0.671906
"24042",659,0.038765,0.1103440696,0.09,19103,1,0.038765
"24043",674,0.10702,0.0663106341,0.3,61737,1,0.10702
"24044",682,1.336771,0.1094108768,0.34,12080,1,1.336771
"24045",698,0.00432334294896562,0.129213093,0.19,7749,4.166667,0.00432334294896562
"24046",681,0.049144,0.0916011456,0.14,4584,1,0.049144
"24047",653,0.050092,0.088726671,0.09,4921,1,0.050092
"24048",690,0.506819,0.0906319212,0.14,5060,1,0.506819
"24049",675,0.05505,0.1079118662,0.15,5429,1,0.05505
"24050",678,0,0.1196816668,0.33,7377,4.166667,0
"24051",695,0.034585,0.1105161719,0.22,9749,1,0.034585
"24052",660,0.042689,0.1157123767,0.1,2664,1,0.042689
"24053",741,0.03703,0.1058622005,0.32,1813,1,0.03703
"24054",715,0.00417547526082641,0.0869134919,0.32,24345,2,0.00417547526082641
"24055",661,0.026682,0.0978383325,0.11,7234,1,0.026682
"24056",658,0.038605,0.0900992123,0.18,5404,1,0.038605
"24057",662,0.073228,0.0856400769,0.3,17693,1,0.073228
"24058",678,0,0.1068095208,0.14,8463,2,0
"24059",641,0.036757,0.0966636177,0.09,5330,1,0.036757
"24060",707,0.107115,0.1042445965,0.28,4228,1,0.107115
"24061",650,0.07657,0.1023235034,0.19,11924,1,0.07657
"24062",683,0.039255,0.0890375989,0.19,6937,1,0.039255
"24063",687,0.046856,0.118234126,0.16,3593,1,0.046856
"24064",682,0.014734,0.0783829287,0.36,38820,1,0.014734
"24065",713,0.237582,0.06563166,0.13,19932,1,0.237582
"24066",712,0.051199,0.089529388,0.03,1624,1,0.051199
"24067",766,0.024806,0.0970467323,0.33,3561,1,0.024806
"24068",683,0.026429,0.114902815,0.19,24702,1,0.026429
"24069",662,0.044995,0.1100387918,0.22,17168,1,0.044995
"24070",681,1.1646,0.1240307501,0.04,2617,2,1.1646
"24071",642,0.062048,0.1261711713,0.21,9731,1,0.062048
"24072",663,0.029053,0.1083224158,0.09,6546,1,0.029053
"24073",716,0.05894,0.1120924016,0.31,17973,1,0.05894
"24074",678,0.058686,0.0702928692,0.41,71156,1,0.058686
"24075",644,0.02735,0.1050858593,0.18,1772,1,0.02735
"24076",697,0.038125,0.109350607,0.1,3277,1,0.038125
"24077",649,0.035547,0.1180087324,0.23,16531,1,0.035547
"24078",656,0.066317,0.0969903076,0.09,476,1,0.066317
"24079",668,0.088148,0.0859936315,0.26,2393,1,0.088148
"24080",658,0.066813,0.1075608493,0.11,9628,1,0.066813
"24081",712,0.0273,0.0828395116,0.36,48326,1,0.0273
"24082",634,0,0.1245874295,0.13,34944,1,0
"24083",643,0,0.0637341627,0.01,2478,1,0
"24084",689,0.045092,0.0954957252,0.2,1461,1,0.045092
"24085",665,0.006994,0.1049945083,0.48,14733,1,0.006994
"24086",679,0.083206,0.1293026918,0.22,16791,1,0.083206
"24087",666,0.062154,0.0876711343,0.29,8475,1,0.062154
"24088",673,0.049612,0.100340444,0.33,6705,1,0.049612
"24089",670,0.044151,0.0909153836,0.17,4340,1,0.044151
"24090",679,0.05171,0.0861433568,0.13,6332,1,0.05171
"24091",726,0.032538,0.0796863684,0.39,18011,1,0.032538
"24092",634,0,0.0822443424,0.04,1673,4.166667,0
"24093",704,0,0.1267283715,0.24,10767,2,0
"24094",710,0.01004,0.0707516853,0.33,67527,1,0.01004
"24095",717,0.0992250118159561,0.088369968,0.05,4987,2,0.0992250118159561
"24096",702,0.044516,0.1080425802,0.27,5119,1,0.044516
"24097",643,0.032006,0.0911474997,0.07,10598,1,0.032006
"24098",689,0.028179,0.0867642819,0.24,13308,1,0.028179
"24099",667,0.032741,0.100569577,0.34,13386,1,0.032741
"24100",672,0.032902,0.1162291434,0.25,16778,1,0.032902
"24101",642,1.1646,0.1063303732,0.07,1251,2,1.1646
"24102",658,0.041911,0.0869276824,0.35,18714,1,0.041911
"24103",700,0.034799,0.1063375326,0.37,32315,1,0.034799
"24104",698,0.020003,0.0980659017,0.26,11791,1,0.020003
"24105",665,0.060296,0.1057654319,0.14,32,1,0.060296
"24106",698,0.055849,0.1234751509,0.36,7371,1,0.055849
"24107",654,0.032741,0.0850211,0.34,7562,1,0.032741
"24108",699,0.046422,0.1162581978,0.32,8884,1,0.046422
"24109",699,0,0.1278249896,0.12,7425,10,0
"24110",643,0.020119,0.0862565134,0.21,8578,1,0.020119
"24111",799,0.016777,0.0868545916,0.18,0,1,0.016777
"24112",685,0.073228,0.0868273129,0.38,12823,1,0.073228
"24113",704,0.05011,0.1021309055,0.12,347,1,0.05011
"24114",723,0.058147,0.0676153557,0.38,48544,1,0.058147
"24115",667,0.091433,0.1003916432,0.11,996,1,0.091433
"24116",677,0.0108041843106621,0.1115341452,0.44,11012,2,0.0108041843106621
"24117",665,0.048339,0.1066908362,0.01,105,1,0.048339
"24118",661,0.039456,0.1193247577,0.04,6105,1,0.039456
"24119",710,0.03145,0.0604181093,0.13,1965,1,0.03145
"24120",699,0.067117,0.1231893793,0.14,26960,1,0.067117
"24121",696,0.041683,0.1084646409,0.36,9328,1,0.041683
"24122",681,0.058686,0.1106202018,0.4,4968,1,0.058686
"24123",668,0.027332,0.1133801596,0.31,14556,1,0.027332
"24124",705,0.019529,0.0923706538,0.17,2783,1,0.019529
"24125",654,0.037815,0.0859870308,0.15,4719,1,0.037815
"24126",654,0.045747,0.105242492,0.25,14634,1,0.045747
"24127",650,0,0.0685308709,0.13,1087,4.166667,0
"24128",653,0.017068,0.0667078034,0.08,173087,1,0.017068
"24129",704,0.091035,0.1036305037,0.38,3088,1,0.091035
"24130",644,0.015444,0.089013219,0.19,1634,1,0.015444
"24131",698,0.042513,0.1135777415,0.27,13873,1,0.042513
"24132",671,0.061499,0.110610699,0.25,5819,1,0.061499
"24133",696,0.046413,0.0765377469,0.26,33925,1,0.046413
"24134",708,0.060617,0.089489012,0.2,9542,1,0.060617
"24135",656,0.057311,0.0902379773,0.28,4086,1,0.057311
"24136",655,0.10702,0.1040036309,0.14,2351,1,0.10702
"24137",686,0.094973,0.0940334066,0.43,10433,1,0.094973
"24138",707,0.013096,0.0900200378,0.35,25950,1,0.013096
"24139",644,0.057428,0.1272952775,0.05,3500,1,0.057428
"24140",658,1.006427,0.101384378,0.21,4561,1,1.006427
"24141",660,0.0335357255282288,0.1000653734,0.07,11166,2,0.0335357255282288
"24142",670,0.106981,0.1203330929,0.12,419,1,0.106981
"24143",720,0.030308,0.0856860796,0.05,4427,1,0.030308
"24144",715,0.04586,0.1154229543,0.14,438,1,0.04586
"24145",635,0,0.1134951397,0.05,958,2.5,0
"24146",642,0.0291074966958574,0.1219185196,0.02,2058,2,0.0291074966958574
"24147",683,0.075863,0.0935322959,0.3,24451,1,0.075863
"24148",640,0.07697,0.0857954649,0.18,6308,1,0.07697
"24149",654,0.117686,0.1209602347,0.09,6632,1,0.117686
"24150",648,0.037512,0.1251843157,0.05,1953,1,0.037512
"24151",713,0.021337,0.101434139,0.18,1014,1,0.021337
"24152",660,0.014905,0.1020939954,0.14,5824,1,0.014905
"24153",663,0.05991,0.118123342,0.13,8496,1,0.05991
"24154",674,0.116232,0.0916480156,0.1,10375,1,0.116232
"24155",686,0.055886,0.1009275137,0.12,14583,1,0.055886
"24156",681,0.025737,0.1022384537,0.2,30541,1,0.025737
"24157",677,0.776767,0.0899073835,0.15,7545,1,0.776767
"24158",656,0.03063,0.0480490205,0.09,930,1,0.03063
"24159",669,0.040912,0.1118023316,0.3,4500,1,0.040912
"24160",663,0,0.1097909506,0.04,3902,4.166667,0
"24161",711,1.1646,0.1120798358,0.22,2793,2,1.1646
"24162",722,0.014676,0.1243937585,0.23,20693,1,0.014676
"24163",714,0,0.0970619525,0.07,1247,1,0
"24164",673,0.033281,0.0939955954,0.23,516,1,0.033281
"24165",644,0.090368,0.1218180038,0.16,6002,1,0.090368
"24166",682,0.045781,0.0914783549,0.33,7795,1,0.045781
"24167",681,0.025523,0.0967228567,0.2,6683,1,0.025523
"24168",646,0.158971,0.0970981837,0.48,14980,1,0.158971
"24169",669,0.059674,0.0871842959,0.19,6227,1,0.059674
"24170",688,0.072015,0.1081071726,0.15,3701,1,0.072015
"24171",688,0,0.1239443278,0.33,23626,2,0
"24172",668,0.0356389127952063,0.1004899472,0.23,11016,2,0.0356389127952063
"24173",656,0.0207143943822391,0.1299045837,0.02,2374,4.166667,0.0207143943822391
"24174",672,0.058151,0.1048017547,0.27,3258,1,0.058151
"24175",675,0.025257,0.0938291223,0.19,6179,1,0.025257
"24176",665,0,0.1179893227,0.2,5174,2,0
"24177",647,0.044072,0.0732521176,0.4,28576,1,0.044072
"24178",654,0.045186,0.1272716483,0.09,4452,1,0.045186
"24179",720,0.030334,0.1154326156,0.46,42671,1,0.030334
"24180",685,0.053361,0.1263125827,0.24,3470,1,0.053361
"24181",664,1.179581,0.1077016893,0.13,1239,1,1.179581
"24182",651,0.065964,0.12085119,0.33,17914,1,0.065964
"24183",681,0.026466,0.0903973852,0.23,6693,1,0.026466
"24184",665,0.038485,0.1233726034,0.24,2940,1,0.038485
"24185",649,0.031426,0.1061950037,0.06,5942,1,0.031426
"24186",689,0,0.1239979459,0.17,18968,2,0
"24187",679,0.032382,0.1046106212,0.17,9086,1,0.032382
"24188",679,0.076049,0.1098664409,0.4,23191,1,0.076049
"24189",747,0.034005,0.0405940167,0.18,686,1,0.034005
"24190",659,0.050514,0.0902590318,0.1,4318,1,0.050514
"24191",695,0.041793,0.1137430147,0.17,11903,1,0.041793
"24192",703,0.025075,0.1034603966,0.17,20394,1,0.025075
"24193",690,0.041503,0.1000058117,0.24,3373,1,0.041503
"24194",662,0.030133,0.1048621863,0.07,9859,1,0.030133
"24195",694,1.094192,0.1160876922,0.34,2478,1,1.094192
"24196",724,0.066797,0.1077743014,0.42,4663,1,0.066797
"24197",695,0.080505,0.1001944355,0.42,11328,1,0.080505
"24198",691,0.050757,0.1280471569,0.4,10926,1,0.050757
"24199",722,0.091075,0.0968422565,0.37,208026,1,0.091075
"24200",688,0.032741,0.0830544255,0.47,25179,1,0.032741
"24201",658,0.044684,0.1122613621,0.41,7105,1,0.044684
"24202",653,0.991573748475041,0.124770534,0.17,12488,2,0.991573748475041
"24203",646,0.059004,0.1278155134,0.13,4,1,0.059004
"24204",667,0.049723,0.1216530719,0.19,6611,1,0.049723
"24205",675,0.035575,0.089831466,0.28,612,1,0.035575
"24206",644,0.641634,0.1021702852,0.15,10224,1,0.641634
"24207",726,0.03908,0.1045027123,0.27,8868,1,0.03908
"24208",724,0.041882,0.0387309453,0.09,9125,1,0.041882
"24209",664,0.041436,0.0951175878,0.1,2932,1,0.041436
"24210",647,0,0.0439549813,0.05,3491,1,0
"24211",641,0.086741,0.1213493671,0.15,11375,1,0.086741
"24212",667,0.041793,0.119250004,0.24,5933,1,0.041793
"24213",696,0.043205,0.0897293833,0.32,24819,1,0.043205
"24214",694,0.493817,0.1080508191,0.27,6002,1,0.493817
"24215",633,0,0.1176892095,0.16,12533,1,0
"24216",700,0.0367,0.0654684053,0.33,35564,1,0.0367
"24217",721,0.024594,0.0852889968,0.03,675,1,0.024594
"24218",675,0.029585,0.1031282123,0.15,3728,1,0.029585
"24219",673,0.04772,0.1149603132,0.26,1105,1,0.04772
"24220",683,0.046896,0.110215144,0.26,7105,1,0.046896
"24221",711,0.038153,0.1133410759,0.25,5731,1,0.038153
"24222",651,0.861202,0.0957401749,0.23,20339,1,0.861202
"24223",670,0.038399,0.0939692039,0.03,3733,1,0.038399
"24224",712,0.046296,0.1162146345,0.16,4128,1,0.046296
"24225",676,0.065964,0.1228592947,0.42,10264,1,0.065964
"24226",651,0.101742,0.1290232876,0.3,15292,1,0.101742
"24227",677,0.048091,0.0949452919,0.24,14751,1,0.048091
"24228",630,0,0.095386949,0.03,4740,2.5,0
"24229",697,0.045859,0.1266162865,0.23,13064,1,0.045859
"24230",656,1.107236,0.1286009688,0.15,18227,1,1.107236
"24231",734,0.025257,0.0902759718,0.33,3056,1,0.025257
"24232",648,0.074745,0.1095955715,0.13,4205,1,0.074745
"24233",644,0.067284,0.0932219007,0.08,7342,1,0.067284
"24234",682,0.048914,0.1181920605,0.27,13592,1,0.048914
"24235",655,0.07697,0.0862307594,0.13,14152,1,0.07697
"24236",645,0.0495263919360999,0.1123046793,0.11,8054,2,0.0495263919360999
"24237",667,0,0.111397304,0.35,11214,1,0
"24238",662,0.053793,0.1289845536,0.11,4111,1,0.053793
"24239",664,0.13404,0.1051090683,0.13,7800,1,0.13404
"24240",652,0.080943,0.0922770564,0.1,1384,1,0.080943
"24241",673,0.023252,0.0744612509,0.3,51454,1,0.023252
"24242",653,0.086741,0.120982803,0.34,7749,1,0.086741
"24243",686,0.03595,0.0884328516,0.22,5926,1,0.03595
"24244",696,0.046326,0.1097820415,0.15,565,1,0.046326
"24245",651,0.039447,0.0607922558,0.04,471,1,0.039447
"24246",695,0,0.0896521172,0.35,15947,2,0
"24247",689,0.076873,0.121239108,0.17,12430,1,0.076873
"24248",727,0.040784,0.1221725113,0.16,2025,1,0.040784
"24249",643,0,0.1214872725,0.39,18190,1,0
"24250",694,0.07697,0.0710077068,0.34,233264,1,0.07697
"24251",709,0.055849,0.1260177101,0.25,3942,1,0.055849
"24252",696,0.041882,0.0869065391,0.09,3809,1,0.041882
"24253",725,0.057655,0.0917032635,0.39,7162,1,0.057655
"24254",657,0.00270344776346393,0.097551879,0.13,22070,2,0.00270344776346393
"24255",688,0.04645,0.1059090828,0.08,3370,1,0.04645
"24256",670,0.021447,0.1159449224,0.12,23983,1,0.021447
"24257",691,0.032448,0.090826604,0.37,160155,1,0.032448
"24258",678,0.026452,0.1140397342,0.1,92,1,0.026452
"24259",644,0.169569,0.1058559919,0.18,14767,1,0.169569
"24260",640,0.694365,0.1175440952,0.26,8679,1,0.694365
"24261",663,0.056694,0.1000069741,0.29,4645,1,0.056694
"24262",660,0.08739,0.0867999445,0.18,8027,1,0.08739
"24263",686,0,0.1272653852,0.48,17933,2,0
"24264",721,0.051047,0.107111276,0.39,3709,1,0.051047
"24265",698,0.021337,0.1193369276,0.26,17487,1,0.021337
"24266",688,0.023648,0.1061625421,0.18,12369,1,0.023648
"24267",655,0.0152504114976819,0.1272314644,0.23,4093,2,0.0152504114976819
"24268",637,0,0.1240356532,0.17,14593,2.5,0
"24269",673,0.020671,0.0876252453,0.43,28423,1,0.020671
"24270",710,1.010591,0.1012765408,0.39,9079,1,1.010591
"24271",667,0.017053,0.0895565214,0.09,18461,1,0.017053
"24272",684,0.052241,0.1045906268,0.12,6307,1,0.052241
"24273",688,0.009841,0.1002440122,0.19,9829,1,0.009841
"24274",667,0.067996,0.1257337396,0.19,2808,1,0.067996
"24275",721,0,0.1244424897,0.29,8173,2,0
"24276",692,0.060588,0.1079224857,0.36,33427,1,0.060588
"24277",659,0.13404,0.1051889151,0.14,3141,1,0.13404
"24278",693,0.082159,0.0828823226,0.45,41600,1,0.082159
"24279",714,0.079462,0.0888208117,0.39,11597,1,0.079462
"24280",665,0.079795,0.1232604616,0.36,7234,1,0.079795
"24281",637,0.00581990007727881,0.1024974056,0.13,5495,2.5,0.00581990007727881
"24282",679,0.062247,0.0886082124,0.03,217,1,0.062247
"24283",680,0.090759,0.1299144574,0.25,11286,1,0.090759
"24284",699,0.647277,0.1154163037,0.33,3326,1,0.647277
"24285",650,0.089576,0.1151647884,0.16,5006,1,0.089576
"24286",698,0.00680466835580193,0.1127459426,0.43,10887,1,0.00680466835580193
"24287",684,0.00707678593821636,0.1079062631,0.21,0,2,0.00707678593821636
"24288",655,0.034015,0.0922658629,0.16,16785,1,0.034015
"24289",638,0.00777391887596251,0.0984431387,0.18,13337,2.5,0.00777391887596251
"24290",715,0.034696,0.1140918697,0.34,4563,1,0.034696
"24291",694,0.00944435652630564,0.1071907317,0.03,70,2,0.00944435652630564
"24292",661,0.049261,0.1025635278,0.12,8997,1,0.049261
"24293",714,1.1646,0.1282358013,0.07,1,1,1.1646
"24294",673,0.017206,0.1135895326,0.39,17162,1,0.017206
"24295",650,0.127177,0.1050277146,0.37,12400,1,0.127177
"24296",669,0.026607,0.0740103079,0.25,95016,1,0.026607
"24297",660,1.234162,0.1168881778,0.12,6842,1,1.234162
"24298",642,0,0.1246095563,0.47,9235,2,0
"24299",692,0,0.1060120584,0.36,5462,2,0
"24300",662,0.077918,0.1243846128,0.3,8164,1,0.077918
"24301",676,0.075896,0.1298855159,0.19,12656,1,0.075896
"24302",647,0.042413,0.0868918318,0.04,8269,1,0.042413
"24303",670,0.036362,0.1050386199,0.15,7985,1,0.036362
"24304",662,0.043226,0.1004214039,0.17,6738,1,0.043226
"24305",705,0.058027,0.0940435054,0.49,8376,1,0.058027
"24306",653,0.060509,0.1066104886,0.08,416,1,0.060509
"24307",667,0.045814,0.1168436584,0.3,8828,1,0.045814
"24308",684,0.052161,0.1190089701,0.47,14076,1,0.052161
"24309",668,0.044594,0.1134925908,0.41,4518,1,0.044594
"24310",712,0.026706,0.1142080999,0.16,7303,1,0.026706
"24311",678,0.026098,0.1009237025,0.09,6257,1,0.026098
"24312",707,0.549601894314068,0.1155756869,0.27,3146,2,0.549601894314068
"24313",640,0.038787,0.1244507636,0.15,17488,1,0.038787
"24314",649,0.059534,0.1023549924,0.08,1391,1,0.059534
"24315",692,0.028916,0.1017077617,0.36,25117,1,0.028916
"24316",666,0.022613,0.1014206496,0.07,306,1,0.022613
"24317",668,0.068553,0.1285007343,0.04,186,1,0.068553
"24318",699,0.055226,0.1115213253,0.16,7106,1,0.055226
"24319",694,0,0.0921555947,0.14,61285,2,0
"24320",754,0.025008,0.0619452497,0.05,568,1,0.025008
"24321",645,0.114817,0.0870801216,0.16,5092,1,0.114817
"24322",657,0.070246,0.0904696148,0.12,19067,1,0.070246
"24323",711,0.083238,0.0957027722,0.3,7275,1,0.083238
"24324",648,0.086622,0.0964436156,0.23,2565,1,0.086622
"24325",674,0.032006,0.1261451136,0.22,6510,1,0.032006
"24326",691,0.035254,0.1176859289,0.19,590,1,0.035254
"24327",644,0.080014,0.1253381365,0.28,4005,1,0.080014
"24328",676,0,0.1051352264,0.42,23610,2,0
"24329",677,0.057428,0.1150471916,0.3,9084,1,0.057428
"24330",688,0.099223,0.103407284,0.22,13016,1,0.099223
"24331",658,0.056474,0.1046108823,0.17,10657,1,0.056474
"24332",728,0.020677,0.1187578548,0.2,383,1,0.020677
"24333",709,0.027533,0.1144065537,0.07,787,1,0.027533
"24334",629,0.00418251658352094,0.1130215511,0.15,13570,2.5,0.00418251658352094
"24335",681,0.021632,0.085743005,0.27,28284,1,0.021632
"24336",653,0.039982,0.0956569492,0.12,7767,1,0.039982
"24337",654,0.093065,0.0908801979,0.3,6528,1,0.093065
"24338",698,0.05158,0.1132229522,0.1,6755,1,0.05158
"24339",644,0.123322,0.1057589835,0.19,6714,1,0.123322
"24340",683,0.05527,0.1105046979,0.12,7808,1,0.05527
"24341",679,0.021196,0.0949841498,0.19,2428,1,0.021196
"24342",701,0.08319,0.1177562648,0.32,6379,1,0.08319
"24343",648,0.00270801252199351,0.1130854344,0.37,24762,2,0.00270801252199351
"24344",674,0.201622151550727,0.0607349883,0.01,2008,2,0.201622151550727
"24345",674,0.036561,0.0964797577,0.12,3819,1,0.036561
"24346",663,0.079096,0.1260583122,0.14,2771,1,0.079096
"24347",658,0.080014,0.1190056905,0.14,16545,1,0.080014
"24348",655,0.079462,0.1177039635,0.11,3315,1,0.079462
"24349",709,0.071155,0.1022396284,0.4,25035,1,0.071155
"24350",712,0.037282,0.0538904227,0.01,2992,1,0.037282
"24351",656,0.127177,0.1048974332,0.16,7303,1,0.127177
"24352",689,1.194144,0.1120682816,0.28,5090,1,1.194144
"24353",662,0.168609259048097,0.1132062295,0.41,48190,2,0.168609259048097
"24354",644,0.027836,0.0548954329,0.01,720,1,0.027836
"24355",654,0,0.1019513947,0.12,3179,2,0
"24356",684,0.0105008308074396,0.1018379855,0.37,16426,2,0.0105008308074396
"24357",698,0.029469,0.1048712981,0.31,12363,1,0.029469
"24358",666,0.020303,0.0995077721,0.32,10386,1,0.020303
"24359",632,0.120548601061878,0.120348391,0.22,12511,2.5,0.120548601061878
"24360",655,0.0615658293633267,0.1139363872,0.08,1171,2,0.0615658293633267
"24361",667,0.046544,0.1088024292,0.23,7620,1,0.046544
"24362",663,0.086741,0.1048575205,0.1,6922,1,0.086741
"24363",655,0.017439,0.0962209179,0.2,18381,1,0.017439
"24364",654,0.120959,0.0951423049,0.25,2876,1,0.120959
"24365",662,0.034696,0.1004013405,0.21,3940,1,0.034696
"24366",648,0.108014,0.0906066314,0.12,14295,1,0.108014
"24367",700,0.040322,0.080173049,0.24,43043,1,0.040322
"24368",687,0.046422,0.1112676757,0.14,2084,1,0.046422
"24369",670,0.099471,0.1191314848,0.25,2446,1,0.099471
"24370",663,0.050936,0.0979637203,0.17,231,1,0.050936
"24371",675,0.015826,0.0879286425,0.2,3149,1,0.015826
"24372",715,0.017324,0.1038635788,0.23,5131,1,0.017324
"24373",710,0.025869,0.1049006979,0.43,7011,1,0.025869
"24374",790,0.053375,0.1104640355,0.35,867,1,0.053375
"24375",668,0.67931,0.1205220639,0.12,17291,1,0.67931
"24376",682,0.069789,0.1104250872,0.37,16398,1,0.069789
"24377",664,0.059732,0.1239150241,0.14,1096,1,0.059732
"24378",648,0.060302,0.109071442,0.21,13791,1,0.060302
"24379",678,0.139623,0.1187802875,0.48,6169,1,0.139623
"24380",675,0.605333,0.1095286042,0.2,11406,1,0.605333
"24381",652,0.081617,0.1002827705,0.47,6785,1,0.081617
"24382",682,0.0164618066153877,0.0806045446,0.21,48210,2,0.0164618066153877
"24383",651,0.081617,0.1046036193,0.16,5405,1,0.081617
"24384",709,0.017018,0.1092709324,0.13,2142,1,0.017018
"24385",689,0.059406,0.0852348325,0.13,4953,1,0.059406
"24386",687,0.077488,0.1006452425,0.34,3288,1,0.077488
"24387",661,0.048905,0.1255842977,0.11,3666,1,0.048905
"24388",675,0.050514,0.0877002201,0.38,5127,1,0.050514
"24389",644,0.053793,0.1093869787,0.19,16240,1,0.053793
"24390",651,0.055756,0.0990732257,0.11,8927,1,0.055756
"24391",644,0.064011,0.1207795323,0.25,6386,1,0.064011
"24392",648,0.053793,0.1257464923,0.07,11355,1,0.053793
"24393",698,0.018743,0.1084378906,0.12,1720,1,0.018743
"24394",675,0.00605270432455424,0.1256875028,0.19,16077,1,0.00605270432455424
"24395",698,0.084578,0.1074411579,0.33,6386,1,0.084578
"24396",690,0.029282,0.0761653268,0.32,31348,1,0.029282
"24397",697,0.038685,0.1100458303,0.38,7583,1,0.038685
"24398",674,0.056474,0.1003489597,0.13,27226,1,0.056474
"24399",643,0.148835,0.0957428831,0.04,1441,1,0.148835
"24400",649,0.086741,0.1108206666,0.29,1900,1,0.086741
"24401",674,0.086741,0.1177820023,0.39,29798,1,0.086741
"24402",655,0.07697,0.1102127961,0.27,10665,1,0.07697
"24403",662,0.125941,0.1277636045,0.2,12312,1,0.125941
"24404",668,0.080014,0.1121771748,0.17,7665,1,0.080014
"24405",650,0.00581011599939642,0.1067578946,0.06,3634,2,0.00581011599939642
"24406",676,0.044072,0.1219914112,0.43,23147,1,0.044072
"24407",721,0.061596,0.0805496145,0.26,80900,1,0.061596
"24408",658,0,0.1088474973,0.1,3565,4.166667,0
"24409",705,0.030615,0.0683180292,0.45,71380,1,0.030615
"24410",659,0.00944435652630564,0.1062974638,0.14,12382,2,0.00944435652630564
"24411",650,0.031972,0.1180685222,0.26,12285,1,0.031972
"24412",675,0.056548,0.1184264702,0.11,6674,1,0.056548
"24413",674,0.042423,0.1065047318,0.09,5823,1,0.042423
"24414",651,0.00699384510980987,0.0902042502,0.04,248,2,0.00699384510980987
"24415",674,0.086163,0.1238949468,0.24,9990,1,0.086163
"24416",656,1.343554,0.0901821758,0.26,4114,1,1.343554
"24417",686,0.076635,0.0881769814,0.13,284,1,0.076635
"24418",692,0.039427,0.0870125061,0.11,3525,1,0.039427
"24419",704,0.014734,0.1115003228,0.31,15611,1,0.014734
"24420",667,0.063652,0.1148088137,0.29,4802,1,0.063652
"24421",659,0.070308,0.095790372,0.18,22593,1,0.070308
"24422",689,0.030735,0.1210282282,0.06,2526,1,0.030735
"24423",673,0,0.1020061984,0.15,7649,2,0
"24424",683,0.106685,0.1098944437,0.4,19188,1,0.106685
"24425",647,0.028342,0.1085579337,0.19,13637,1,0.028342
"24426",683,0.042184,0.1028886156,0.3,1329,1,0.042184
"24427",644,0.049612,0.1003280987,0.09,2965,1,0.049612
"24428",729,0.062597,0.1142737538,0.42,5132,1,0.062597
"24429",657,0.028539,0.1043221893,0.18,8781,1,0.028539
"24430",681,0.060426,0.1130187444,0.27,4257,1,0.060426
"24431",659,0.123322,0.118910472,0.4,6949,1,0.123322
